,0,1
34719,tom is so annoying,tom ist so lästig
34720,tom is so arrogant,tom ist so arrogant
34721,tom is so gullible,tom ist so leichtgläubig
34722,tom is stalking me,tom stalkt mich
34723,tom is stark naked,tom ist splitternackt
34724,tom is stark naked,tom ist splitterfasernackt
34725,tom is still a kid,tom ist noch ein kind
34726,tom is still alive,tom lebt noch
34727,tom is still alive,tom ist noch am leben
34728,tom is still angry,tom ist immer noch wütend
34729,tom is still awake,tom ist noch wach
34730,tom is still drunk,tom ist immer noch betrunken
34731,tom is still there,tom ist noch immer dort
34732,tom is such a jerk,tom ist so ein blödmann
34733,tom is sure to win,tom wird bestimmt gewinnen
34734,tom is teaching me,tom unterrichtet mich
34735,tom is thickheaded,tom ist begriffsstutzig
34736,tom is throwing up,tom übergibt sich
34737,tom is throwing up,tom erbricht sich
34738,tom is traumatized,tom ist traumatisiert
34739,tom is trustworthy,tom kann man vertrauen
34740,tom is trustworthy,tom ist vertrauenswürdig
34741,tom is unambitious,tom hat keinen ehrgeiz
34742,tom is unstoppable,tom ist nicht aufzuhalten
34743,tom is very active,tom ist sehr aktiv
34744,tom is very afraid,tom hat große angst
34745,tom is very afraid,tom macht sich in die hose
34746,tom is very biased,tom ist sehr voreingenommen
34747,tom is very choosy,tom ist sehr wählerisch
34748,tom is very clever,tom ist sehr klug
34749,tom is very frugal,er ist sehr sparsam
34750,tom is very honest,tom ist sehr ehrlich
34751,tom is very humble,tom ist sehr bescheiden
34752,tom is very hungry,tom hat großen hunger
34753,tom is very hungry,tom ist sehr hungrig
34754,tom is very lonely,tom ist sehr einsam
34755,tom is very modest,tom ist sehr bescheiden
34756,tom is very skinny,tom ist sehr mager
34757,tom is very sleepy,tom ist sehr müde
34758,tom is very sneaky,tom ist sehr hinterhältig
34759,tom is very stingy,tom ist sehr geizig
34760,tom is very stingy,tom ist überaus knauserig
34761,tom is very strict,tom ist sehr streng
34762,tom is very strong,tom ist sehr stark
34763,tom is very unkind,tom ist sehr unfreundlich
34764,tom is watching tv,tom sieht fern
34765,tom is watching tv,tom guckt fernsehen
34766,tom is wearing red,tom trägt rot
34767,tom is with me now,tom ist gerade bei mir
34768,tom is working now,tom ist jetzt grade am arbeiten
34769,tom is wrong again,tom irrt sich wieder
34770,tom is your father,tom ist dein vater
34771,tom is your friend,tom ist dein freund
34772,tom isnt canadian,tom ist kein kanadier
34773,tom isnt a muslim,tom ist kein moslem
34774,tom isnt a doctor,tom ist kein arzt
34775,tom isnt a lawyer,tom ist kein anwalt
34776,tom isnt a lawyer,tom ist kein rechtsanwalt
34777,tom isnt a member,tom ist kein mitglied
34778,tom isnt a potter,tom ist kein töpfer
34779,tom isnt a priest,tom ist kein priester
34780,tom isnt a rookie,tom ist kein neuling
34781,tom isnt a smoker,tom ist kein raucher
34782,tom isnt an aries,tom ist nicht widder
34783,tom isnt an actor,tom ist kein schauspieler
34784,tom isnt an adult,tom ist kein erwachsener
34785,tom isnt an angel,tom ist kein engel
34786,tom isnt artistic,tom ist nicht künstlerisch veranlagt
34787,tom isnt athletic,tom ist nicht sportlich
34788,tom isnt autistic,tom ist nicht autistisch
34789,tom isnt back yet,tom ist noch nicht zurück
34790,tom isnt busy now,tom ist gerade nicht beschäftigt
34791,tom isnt cheating,tom betrügt nicht
34792,tom isnt coughing,tom hustet nicht
34793,tom isnt creative,tom ist nicht kreativ
34794,tom isnt credible,tom ist nicht glaubwürdig
34795,tom isnt decisive,tom ist nicht entscheidungsfreudig
34796,tom isnt done yet,tom ist noch nicht fertig
34797,tom isnt drinking,tom trinkt nicht
34798,tom isnt fighting,tom kämpft nicht
34799,tom isnt flexible,tom ist nicht flexibel
34800,tom isnt friendly,tom ist nicht freundlich
34801,tom isnt generous,tom ist nicht großzügig
34802,tom isnt handsome,tom sieht nicht gut aus
34803,tom isnt here now,tom ist gerade nicht hier
34804,tom isnt here yet,tom ist noch nicht hier
34805,tom isnt home now,tom ist gerade nicht zu hause
34806,tom isnt home yet,tom ist noch nicht zu hause
34807,tom isnt in there,tom ist nicht dort drin
34808,tom isnt innocent,tom ist nicht unschuldig
34809,tom isnt like you,tom ist nicht so wie du
34810,tom isnt mistaken,tom irrt sich nicht
34811,tom isnt my enemy,tom ist nicht mein feind
34812,tom isnt my uncle,tom ist nicht mein onkel
34813,tom isnt new here,tom ist nicht neu hier
34814,tom isnt obedient,tom gehorcht nicht
34815,tom isnt on drugs,tom steht nicht unter drogen
34816,tom isnt outgoing,tom ist nicht aufgeschlossen
34817,tom isnt prepared,tom ist nicht vorbereitet
34818,tom isnt safe yet,tom ist noch nicht in sicherheit
34819,tom isnt sleeping,tom schläft nicht
34820,tom isnt so smart,tom ist nicht so klug
34821,tom isnt so young,tom ist nicht so jung
34822,tom isnt stopping,tom hört nicht auf
34823,tom isnt stubborn,tom ist nicht stur
34824,tom isnt sure yet,tom ist sich noch nicht sicher
34825,tom isnt swimming,tom schwimmt gerade nicht
34826,tom isnt talented,tom ist nicht talentiert
34827,tom isnt that bad,tom ist nicht so schlimm
34828,tom isnt that old,tom ist nicht so alt
34829,tom isnt the best,tom ist nicht der beste
34830,tom isnt ticklish,tom ist nicht kitzelig
34831,tom isnt too tall,tom ist nicht zu groß
34832,tom isnt unbiased,tom ist nicht unvoreingenommen
34833,tom isnt very old,tom ist sehr nicht alt
34834,tom isnt very shy,tom ist nicht sehr schüchtern
34835,tom isnt watching,tom sieht nicht zu
34836,tom just came home,tom ist gerade nach hause gekommen
34837,tom just collapsed,tom ist gerade zusammengebrochen
34838,tom just dumped me,tom hat gerade mit mir schluss gemacht
34839,tom just got fired,tom wurde kürzlich gefeuert
34840,tom just texted me,tom hat mir gerade eine sms geschickt
34841,tom keeps his word,tom hält sein wort
34842,tom kept on crying,tom hörte nicht auf zu weinen
34843,tom kept on crying,tom weinte weiter
34844,tom kept whistling,tom pfiff weiter vor sich hin
34845,tom kidnapped mary,tom entführte maria
34846,tom killed himself,tom hat sich umgebracht
34847,tom kissed his cat,tom küsste seine katze
34848,tom kissed my hand,tom hat mir die hand geküsst
34849,tom kissed my neck,tom küsste meinen hals
34850,tom knew our names,tom kannte unsere namen
34851,tom knew something,tom wusste etwas
34852,tom knew something,tom hat etwas gewusst
34853,tom knew the risks,tom war sich der risiken bewusst
34854,tom knows im here,tom weiß dass ich hier bin
34855,tom knows im home,tom weiß dass ich zu hause bin
34856,tom knows that now,tom weiß das jetzt
34857,tom knows too much,tom weiß zu viel
34858,tom knows who died,tom weiß wer gestorben ist
34859,tom leaned forward,tom beugte sich nach vorne
34860,tom learned french,tom hat französisch gelernt
34861,tom learned french,tom lernte französisch
34862,tom led by example,tom ging mit gutem beispiel voran
34863,tom led the attack,tom führte den angriff an
34864,tom left australia,tom hat australien verlassen
34865,tom left a message,tom hat eine nachricht hinterlassen
34866,tom left a message,tom hinterließ eine nachricht
34867,tom left the house,tom hat das haus verlassen
34868,tom left the house,tom ging aus dem haus
34869,tom let the cat in,tom ließ die katze herein
34870,tom liked the food,tom schmeckte es
34871,tom liked the idea,die idee gefiel tom
34872,tom likes everyone,tom mag alle
34873,tom likes football,tom mag fußball
34874,tom likes it a lot,tom mag das sehr
34875,tom likes it there,tom mag es dort
34876,tom likes it there,tom gefällt es dort
34877,tom likes lacrosse,tom mag lacrosse
34878,tom likes macaroni,tom mag makkaroni
34879,tom likes my jokes,tom mag meine witze
34880,tom likes potatoes,tom isst gerne kartoffeln
34881,tom likes redheads,tom mag rothaarige
34882,tom likes swimming,tom schwimmt gern
34883,tom likes that one,tom mag dieses
34884,tom likes that one,tom mag den
34885,tom likes that one,tom mag die
34886,tom likes the idea,tom gefällt die idee
34887,tom likes the rain,tom mag den regen
34888,tom likes to argue,tom streitet sich gern
34889,tom likes to drink,tom trinkt gerne
34890,tom likes to party,tom feiert gerne
34891,tom likes to study,tom lernt gerne
34892,tom likes to write,tom schreibt gerne
34893,tom limps slightly,tom humpelt leicht
34894,tom lived to be 93,tom wurde 93 jahre alt
34895,tom lived to be 97,tom wurde 97 jahre alt
34896,tom lives above me,tom wohnt über mir
34897,tom lives close by,tom wohnt hier ganz in der nähe
34898,tom lives downtown,tom wohnt in der innenstadt
34899,tom lives frugally,tom lebt sparsam
34900,tom lives here now,tom ist jetzt hier zu hause
34901,tom locked the car,tom verriegelte das auto
34902,tom locked the car,tom schloss das auto ab
34903,tom looked alarmed,tom sah beunruhigt aus
34904,tom looked at mary,tom sah maria an
34905,tom looked excited,tom sah aufgeregt aus
34906,tom looked outside,tom schaute nach draußen
34907,tom looked pensive,tom sah nachdenklich aus
34908,tom looked worried,tom sah besorgt aus
34909,tom looks after us,tom kümmert sich um uns
34910,tom looks confused,tom sieht verwirrt aus
34911,tom looks dejected,tom sieht niedergeschlagen aus
34912,tom looks grateful,thomas schaut dankbar aus
34913,tom looks like you,tom sieht aus wie du
34914,tom looks relieved,tom sieht erleichtert aus
34915,tom looks so happy,tom sieht so glücklich aus
34916,tom looks terrific,tom sieht toll aus
34917,tom looks very sad,tom sieht sehr traurig aus
34918,tom lost his house,tom verlor sein haus
34919,tom lost his knife,tom hat sein messer verloren
34920,tom lost his sight,tom hat sein augenlicht verloren
34921,tom lost his voice,tom hat seine stimme verloren
34922,tom lost his voice,tom verlor seine stimme
34923,tom loved teaching,tom liebte es zu unterrichten
34924,tom loved teaching,tom gab für sein leben gern unterricht
34925,tom loves children,tom liebt kinder
34926,tom loves children,tom hat ein herz für kinder
34927,tom loves football,tom liebt fußball
34928,tom loves his pony,tom liebt sein pony
34929,tom loves his wife,tom liebt seine frau
34930,tom loves his work,tom liebt seine arbeit
34931,tom loves partying,tom ist ein partylöwe
34932,tom loves swimming,tom schwimmt sehr gern
34933,tom loves to party,tom feiert gerne
34934,tom loves you too,tom liebt dich auch
34935,tom made mary stop,tom veranlasste maria zum aufhören
34936,tom made mary stop,tom brachte maria dazu aufzuhören
34937,tom made mary swim,tom brachte maria dazu zu schwimmen
34938,tom made a mistake,tom machte einen fehler
34939,tom made a mistake,tom beging einen fehler
34940,tom made a mistake,tom hat einen fehler gemacht
34941,tom made a mistake,tom hat einen fehler begangen
34942,tom made a promise,tom hat ein versprechen abgelegt
34943,tom made a promise,tom legte ein versprechen ab
34944,tom made an omelet,tom machte ein omelette
34945,tom made breakfast,tom bereitete das frühstück zu
34946,tom made fun of me,tom machte sich über mich lustig
34947,tom made it for me,tom hat es für mich gemacht
34948,tom made me eat it,tom hat mich dazu gebracht es zu essen
34949,tom made spaghetti,tom machte spaghetti
34950,tom makes me laugh,tom bringt mich zum lachen
34951,tom makes me smile,tom bringt mich zum lächeln
34952,tom may be at home,tom ist vielleicht zu hause
34953,tom may be worried,tom könnte ja besorgt sein
34954,tom may believe us,unter umständen könnte uns tom ja glauben
34955,tom may come today,tom kann heute kommen
34956,tom means business,tom meint’s ernst
34957,tom might be early,tom könnte zeitig sein
34958,tom might be early,tom könnte früh sein
34959,tom might be early,tom könnte früh dran sein
34960,tom might be right,tom könnte recht haben
34961,tom might be right,tom mag recht haben
34962,tom might be wrong,tom mag falsch liegen
34963,tom might be wrong,tom könnte falsch liegen
34964,tom might blame us,tom könnte uns die schuld zuschieben
34965,tom might get sick,tom könnte krank werden
34966,tom might hear you,tom könnte dich hören
34967,tom might hear you,tom könnte sie hören
34968,tom might hear you,tom könnte euch hören
34969,tom might not come,tom kommt vielleicht nicht
34970,tom milked the cow,tom melkte die kuh
34971,tom missed his bus,tom hat seinen bus verpasst
34972,tom mowed the lawn,tom mähte den rasen
34973,tom must be hungry,tom muss hunger haben
34974,tom must be hungry,tom muss hungrig sein
34975,tom must be lonely,tom muss einsam sein
34976,tom must do it now,tom muss es jetzt tun
34977,tom must find work,tom muss arbeit finden
34978,tom must leave now,tom muss jetzt gehen
34979,tom nearly fainted,tom wäre beinahe in ohnmacht gefallen
34980,tom needs a doctor,tom braucht einen arzt
34981,tom needs a friend,tom braucht einen freund
34982,tom needs a helmet,tom braucht einen helm
34983,tom needs a ladder,tom braucht eine leiter
34984,tom needs a lawyer,tom braucht einen anwalt
34985,tom needs help now,tom braucht jetzt hilfe
34986,tom needs our help,tom braucht unsere hilfe
34987,tom needs rest now,tom braucht jetzt ruhe
34988,tom needs you here,tom braucht dich hier
34989,tom needs you here,tom braucht sie hier
34990,tom needs you here,tom braucht euch hier
34991,tom never asked me,tom hat mich nie gefragt
34992,tom never did that,tom hat das nie getan
34993,tom never flinched,tom wich nie zurück
34994,tom never helps me,nie hilft mir tom
34995,tom never met mary,tom begegnete maria nie
34996,tom never said yes,tom sagte nie ja
34997,tom never saw mary,tom sah maria nie
34998,tom never was lazy,tom war noch nie faul
34999,tom never was mean,tom war nie gemein
35000,tom never was nice,tom war nie nett
35001,tom never was poor,tom war nie arm
35002,tom never was rich,tom war nie reich
35003,tom never went out,tom ging nie aus
35004,tom nodded quickly,tom nickte schnell
35005,tom obviously lied,tom hat offensichtlich gelogen
35006,tom only eats meat,tom isst nur fleisch
35007,tom opened the can,tom öffnete die dose
35008,tom ordered a beer,tom hat ein bier bestellt
35009,tom ordered a beer,tom bestellte ein bier
35010,tom owns a theater,tom ist besitzer eines theaters
35011,tom owns this land,dieses land gehört tom
35012,tom packed his bag,tom hat seine tasche gepackt
35013,tom packed the car,tom belud den wagen
35014,tom picked mary up,tom holte maria ab
35015,tom picked mary up,tom hob maria hoch
35016,tom picked flowers,tom pflückte blumen
